material,ancho_m,largo_m,completa,tipo_corte,x_plano,y_plano
Royal Walnut,0.2,0.4315,no,corte_largo,330.779,-125.046
Royal Walnut,0.2,1.2,si,completa,330.779,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,330.98,-124.745
Royal Walnut,0.2,1.2,si,completa,330.98,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,331.181,-125.046
Royal Walnut,0.2,1.2,si,completa,331.181,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,331.382,-124.745
Royal Walnut,0.2,1.2,si,completa,331.382,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,331.583,-125.046
Royal Walnut,0.2,1.2,si,completa,331.583,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,331.784,-124.745
Royal Walnut,0.2,1.2,si,completa,331.784,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,331.985,-125.046
Royal Walnut,0.2,1.2,si,completa,331.985,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,332.186,-124.745
Royal Walnut,0.2,1.2,si,completa,332.186,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,332.387,-125.046
Royal Walnut,0.2,1.2,si,completa,332.387,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,332.588,-124.745
Royal Walnut,0.2,1.2,si,completa,332.588,-123.628
Royal Walnut,0.2,0.4315,no,corte_largo,332.789,-125.046
Royal Walnut,0.2,1.2,si,completa,332.789,-124.229
Royal Walnut,0.2,1.032,no,corte_largo,332.99,-124.745
Royal Walnut,0.2,1.2,si,completa,332.99,-123.628
Royal Walnut,0.1421,1.2,no,corte_ancho,330.808,-123.028
